Title,Link,Date,Comments,Likes,Tweets,LinkedIn,Pins,+ 1's
Amazon Associates stats for this blog,http://andrewchenblog.com/2008/11/17/amazon-associates-stats-for-this-blog/,"
    Written by Andrew Chen 
    November 17th, 2008 at 1:04 am",0,0,0,0,0,0
"The Secret History of Silicon Valley (next Thurs, Nov 20)",http://andrewchenblog.com/2008/11/11/the-secret-history-of-silicon-valley-next-thurs-nov-20/,"
    Written by Andrew Chen 
    November 11th, 2008 at 11:50 am",0,1,0,0,0,0
List of essays from this blog is now up to date!,http://andrewchenblog.com/2008/11/11/list-of-essays-from-this-blog-is-now-up-to-date/,"
    Written by Andrew Chen 
    November 11th, 2008 at 8:00 am",0,0,0,0,0,0
Twitter links from last week (posted 11/09/2008),http://andrewchenblog.com/2008/11/10/twitter-links-from-last-week-posted-11092008/,"
    Written by Andrew Chen 
    November 10th, 2008 at 9:00 am",0,0,0,0,0,0
Usability presentation for iPhone apps and store,http://andrewchenblog.com/2008/11/10/usability-presentation-for-iphone-apps-and-store/,"
    Written by Andrew Chen 
    November 10th, 2008 at 8:00 am",0,1,0,0,0,0
"Poll results are in – what YOU want to read on this blog, revealed!",http://andrewchenblog.com/2008/11/10/poll-results-are-in-what-you-want-to-read-on-this-blog-revealed/,"
    Written by Andrew Chen 
    November 10th, 2008 at 7:55 am",0,0,0,0,0,0
What would Facebook look like if it sold out to ads? Click here to see…,http://andrewchenblog.com/2008/11/04/what-would-facebook-look-like-if-it-sold-out-to-ads-click-here-to-see/,"
    Written by Andrew Chen 
    November 4th, 2008 at 8:00 am",0,9,0,0,0,0
What topics do you want to read more about on this blog?,http://andrewchenblog.com/2008/11/03/what-topics-do-you-want-to-read-more-about-on-this-blog/,"
    Written by Andrew Chen 
    November 3rd, 2008 at 8:01 am",0,0,0,0,0,0
Ad-based versus direct monetization: Which one is better for you?,http://andrewchenblog.com/2008/11/03/ad-based-versus-direct-monetization-which-one-is-better-for-you/,"
    Written by Andrew Chen 
    November 3rd, 2008 at 8:00 am",0,1,0,0,0,0
"Ad rates drop in social networks, music, entertainment",http://andrewchenblog.com/2008/11/03/ad-rates-drop-in-social-networks-music-entertainment/,"
    Written by Andrew Chen 
    November 3rd, 2008 at 12:13 am",0,0,0,0,0,0
Amazing presentation on leadgen tactics from Jay Weintraub,http://andrewchenblog.com/2008/10/31/amazing-presentation-on-leadgen-tactics-from-jay-weintraub/,"
    Written by Andrew Chen 
    October 31st, 2008 at 8:00 am",0,0,0,0,0,0
Slate on split testing in the McCain and Obama campaign (robo-calling versus text messaging),http://andrewchenblog.com/2008/10/29/slate-on-split-testing-in-the-mccain-and-obama-campaign-robo-calling-versus-text-messaging/,"
    Written by Andrew Chen 
    October 29th, 2008 at 8:00 am",0,0,0,0,0,0
"Links from my Twitter (Oct 29, 2008)",http://andrewchenblog.com/2008/10/29/links-from-my-twitter-oct-29-2008/,"
    Written by Andrew Chen 
    October 29th, 2008 at 7:30 am",0,0,0,0,0,0
How to generate awesome test candidates for A/B testing,http://andrewchenblog.com/2008/10/27/how-to-generate-awesome-test-candidates-for-ab-testing/,"
    Written by Andrew Chen 
    October 27th, 2008 at 8:00 am",0,0,1,0,0,0
Virtual items design: Build it yourself or use UGC?,http://andrewchenblog.com/2008/10/21/virtual-items-design-build-it-yourself-or-use-ugc/,"
    Written by Andrew Chen 
    October 21st, 2008 at 8:00 am",0,0,0,0,0,0
4 major cultural differences between Games people and Web people,http://andrewchenblog.com/2008/10/21/5-major-cultural-differences-between-games-people-and-web-people/,"
    Written by Andrew Chen 
    October 21st, 2008 at 8:00 am",0,2,0,0,0,0
Go-to-market strategies for vertical social products,http://andrewchenblog.com/2008/10/20/go-to-market-strategies-for-vertical-social-products/,"
    Written by Andrew Chen 
    October 20th, 2008 at 8:00 am",0,0,2,0,0,1
"Quick link to another fave blog Altgate, by Furqan Nazeeri",http://andrewchenblog.com/2008/10/20/quick-link-to-another-fave-blog-altgate-by-furqan-nazeeri/,"
    Written by Andrew Chen 
    October 20th, 2008 at 7:55 am",0,0,0,0,0,0
Twitter links from last couple weeks…,http://andrewchenblog.com/2008/10/20/twitter-links-from-last-couple-weeks/,"
    Written by Andrew Chen 
    October 20th, 2008 at 7:00 am",0,0,0,0,0,0
I have blogger’s block!,http://andrewchenblog.com/2008/10/14/sorry-for-the-blog-vacation/,"
    Written by Andrew Chen 
    October 14th, 2008 at 10:50 pm",0,0,0,0,0,0
"Revenue, ARPU, Funnels, and RPM: My talk from Startonomics on Revenue metrics",http://andrewchenblog.com/2008/10/02/revenue-arpu-funnels-and-rpm-my-talk-from-startonomics-on-revenue-metrics/,"
    Written by Andrew Chen 
    October 2nd, 2008 at 7:12 pm",0,1,2,0,0,0
The best new games blog you’re not reading yet,http://andrewchenblog.com/2008/09/29/the-best-new-games-blog-youre-not-reading-yet/,"
    Written by Andrew Chen 
    September 29th, 2008 at 8:00 am",0,1,0,0,0,0
Dan Cook’s slides on productivity + last week’s Twitter links,http://andrewchenblog.com/2008/09/28/dan-cooks-slides-on-productivity-last-weeks-twitter-links/,"
    Written by Andrew Chen 
    September 28th, 2008 at 3:52 pm",0,2,0,0,0,0
"Quick link: List of $350MM of VC investments in social gaming, virtual worlds, casual MMOs, etc",http://andrewchenblog.com/2008/09/24/quick-link-list-of-350mm-of-vc-investments-in-social-gaming-virtual-worlds-casual-mmos-etc/,"
    Written by Andrew Chen 
    September 24th, 2008 at 1:45 pm",0,2,0,0,0,0
Virtual Goods Summit 2008 + last week’s Twitter links,http://andrewchenblog.com/2008/09/23/virtual-goods-summit-2008-last-weeks-twitter-links/,"
    Written by Andrew Chen 
    September 23rd, 2008 at 8:00 am",0,0,0,0,0,0
The first 6 steps to homegrowing basic startup analytics,http://andrewchenblog.com/2008/09/18/the-first-6-steps-to-homegrowing-basic-startup-analytics/,"
    Written by Andrew Chen 
    September 18th, 2008 at 8:00 am",0,4,5,3,0,0
Open mobile platforms and Facebook developer refugees,http://andrewchenblog.com/2008/09/15/open-mobile-platforms-and-facebook-developer-refugees/,"
    Written by Andrew Chen 
    September 15th, 2008 at 8:00 am",0,1,0,0,0,0
Weekend links from Twitter (9/14/2008),http://andrewchenblog.com/2008/09/14/weekend-links-from-twitter-9142008/,"
    Written by Andrew Chen 
    September 14th, 2008 at 10:00 am",0,0,0,0,0,0
Books that I recommend to friends,http://andrewchenblog.com/2008/09/14/books-that-i-recommend-to-friends/,"
    Written by Andrew Chen 
    September 14th, 2008 at 9:00 am",0,0,0,0,0,0
Growing renewable audiences (a talk at O’Reilly Alphatech Ventures),http://andrewchenblog.com/2008/09/12/growing-renewable-audiences-a-talk-at-oreilly-alphatech-ventures/,"
    Written by Andrew Chen 
    September 12th, 2008 at 9:00 am",0,1,5,3,0,0
Ad targeting talk from Community Next: People Not Pages (updated x2),http://andrewchenblog.com/2008/09/12/ad-targeting-talk-from-community-next-people-not-pages-updated/,"
    Written by Andrew Chen 
    September 12th, 2008 at 8:00 am",0,0,0,0,0,0
Help me fill in the blanks: iPhone platform versus Facebook platform,http://andrewchenblog.com/2008/09/08/help-me-fill-in-the-blanks-iphone-platform-versus-facebook-platform/,"
    Written by Andrew Chen 
    September 8th, 2008 at 10:18 am",0,0,0,0,0,0
How to measure if users love your product using cohorts and revisit rates,http://andrewchenblog.com/2008/09/08/how-to-measure-if-users-love-your-product-using-cohorts-and-revisit-rates/,"
    Written by Andrew Chen 
    September 8th, 2008 at 8:00 am",0,5,25,4,129,1
More weekend links from my Twitter account,http://andrewchenblog.com/2008/09/06/more-weekend-links-from-my-twitter-account/,"
    Written by Andrew Chen 
    September 6th, 2008 at 8:00 am",0,0,0,0,0,0
Gaming versus gambling ARPUs,http://andrewchenblog.com/2008/09/06/gaming-versus-gambling-arpus/,"
    Written by Andrew Chen 
    September 6th, 2008 at 7:55 am",0,0,2,2,0,0
Remnant ads and the advertisers who love them,http://andrewchenblog.com/2008/09/02/remnant-ads-and-the-advertisers-who-love-them/,"
    Written by Andrew Chen 
    September 2nd, 2008 at 8:01 am",0,0,1,0,0,0
Prosper.com and peer-to-peer lending in the economic downturn,http://andrewchenblog.com/2008/09/02/prospercom-and-peer-to-peer-lending-in-the-economic-downturn/,"
    Written by Andrew Chen 
    September 2nd, 2008 at 8:00 am",0,1,0,0,0,0
Quick weekend links from my Twitter,http://andrewchenblog.com/2008/08/31/quick-weekend-links-from-my-twitter/,"
    Written by Andrew Chen 
    August 31st, 2008 at 6:00 am",0,0,0,0,0,0
Super Rewards and the leadgen side of Facebook virtual currency – can it last?,http://andrewchenblog.com/2008/08/28/super-rewards-and-the-leadgen-side-of-facebook-virtual-currency-can-it-last/,"
    Written by Andrew Chen 
    August 28th, 2008 at 1:30 pm",0,4,1,0,0,0
"As Facebook saturates in the US, what’s the next step?",http://andrewchenblog.com/2008/08/26/as-facebook-saturates-in-the-us-whats-the-next-step/,"
    Written by Andrew Chen 
    August 26th, 2008 at 8:37 am",0,1,0,0,0,0
Counting your big pile of Benjamins: 5 startup tips for maximizing ad revenue,http://andrewchenblog.com/2008/08/26/counting-your-big-pile-of-benjamins-5-startup-tips-for-maximizing-ad-revenue/,"
    Written by Andrew Chen 
    August 26th, 2008 at 8:00 am",0,3,0,0,0,0
Moved the blog to http://andrewchenblog.com,http://andrewchenblog.com/2008/08/25/moved-the-blog-to-httpandrewchenblogcom/,"
    Written by Andrew Chen 
    August 25th, 2008 at 11:27 pm",0,0,0,0,0,0
Quotes from entrepreneurs and friends about Futuristic Play,http://andrewchenblog.com/2008/08/25/quotes-from-entrepreneurs-and-friends-about-futuristic-play/,"
    Written by Andrew Chen 
    August 25th, 2008 at 8:42 am",0,0,0,0,0,0
Speaking at Startonomics and guest blog post: 5 startup tips for maximizing ad revenues,http://andrewchenblog.com/2008/08/25/speaking-at-startonomics-and-guest-blog-post-5-startup-tips-for-maximizing-ad-revenues/,"
    Written by Andrew Chen 
    August 25th, 2008 at 8:00 am",0,0,0,0,0,0
Weekend links from my Twitter,http://andrewchenblog.com/2008/08/24/weekend-links-from-my-twitter/,"
    Written by Andrew Chen 
    August 24th, 2008 at 10:40 am",0,0,0,0,0,0
Giving a talk at CommunityNext in 2 days (free spots available for publishers),http://andrewchenblog.com/2008/08/19/giving-a-talk-at-communitynext-in-2-days-free-spots-available-for-publishers/,"
    Written by Andrew Chen 
    August 19th, 2008 at 8:23 pm",0,0,0,0,0,0
Recent random links from my Twitter feed,http://andrewchenblog.com/2008/08/18/recent-random-links-from-my-twitter-feed/,"
    Written by Andrew Chen 
    August 18th, 2008 at 8:00 am",0,0,0,0,0,0
Internet Advertising Bureau and Bain on pricing in online ad markets,http://andrewchenblog.com/2008/08/13/internet-advertising-bureau-and-bain-on-pricing-in-online-ad-markets/,"
    Written by Andrew Chen 
    August 13th, 2008 at 3:48 pm",0,0,0,0,0,0
YouTube vs Webkinz: Case studies for new product adoption,http://andrewchenblog.com/2008/08/13/youtube-vs-webkinz-case-studies-for-new-product-adoption/,"
    Written by Andrew Chen 
    August 13th, 2008 at 8:00 am",0,0,0,0,0,0
What web product does this Google Insight map represent??,http://andrewchenblog.com/2008/08/12/what-web-product-does-this-google-insight-map-represent/,"
    Written by Andrew Chen 
    August 12th, 2008 at 7:03 pm",0,0,0,0,0,0
Early adopters vs the Mainstream: Google Insights points out websites only used by Silicon Valley nerds,http://andrewchenblog.com/2008/08/12/early-adopters-vs-the-mainstream-google-insights-points-out-websites-only-used-by-silicon-valley-nerds/,"
    Written by Andrew Chen 
    August 12th, 2008 at 8:00 am",0,3,1,0,0,0
Virtual goods: Who will be the Amazon.com of virtual item sales?,http://andrewchenblog.com/2008/08/11/virtual-goods-who-will-be-the-amazoncom-of-virtual-item-sales/,"
    Written by Andrew Chen 
    August 11th, 2008 at 8:30 am",0,0,0,0,0,0
How to start a professional blog: 10 tips for new bloggers,http://andrewchenblog.com/2008/08/11/how-to-start-a-professional-blog-10-tips-for-new-bloggers/,"
    Written by Andrew Chen 
    August 11th, 2008 at 8:00 am",0,2,2,0,0,0
"Poll results for user acquisition: Viral, SEO, word-of-mouth, or other?",http://andrewchenblog.com/2008/08/04/poll-results-for-user-acquisition-viral-seo-word-of-mouth-or-other/,"
    Written by Andrew Chen 
    August 4th, 2008 at 10:10 am",0,0,0,0,0,0
7 ideas for billion dollar companies in the online ads,http://andrewchenblog.com/2008/08/04/7-ideas-for-billion-dollar-companies-in-the-online-ads/,"
    Written by Andrew Chen 
    August 4th, 2008 at 8:00 am",0,0,0,0,0,0
Quick link – NYT article on a “wow” product,http://andrewchenblog.com/2008/08/03/quick-link-nyt-article-on-a-wow-product/,"
    Written by Andrew Chen 
    August 3rd, 2008 at 2:06 pm",0,0,0,0,0,0
Google Analytics report for top referrers to Futuristic Play,http://andrewchenblog.com/2008/07/30/google-analytics-report-for-top-referrers-to-futuristic-play/,"
    Written by Andrew Chen 
    July 30th, 2008 at 8:00 am",0,0,0,0,0,0
"50+ essays on viral marketing, social network monetization, product design and more",http://andrewchenblog.com/2008/07/30/50-essays-on-viral-marketing-social-network-monetization-product-design-and-more/,"
    Written by Andrew Chen 
    July 30th, 2008 at 8:00 am",0,0,0,0,0,0
"POLL: Where do you put most of your effort, for user acquisition?",http://andrewchenblog.com/2008/07/29/poll-where-do-you-put-most-of-your-effort-for-user-acquisition/,"
    Written by Andrew Chen 
    July 29th, 2008 at 8:00 am",0,0,0,0,0,0
Google AdSense FAIL,http://andrewchenblog.com/2008/07/28/google-adsense-fail/,"
    Written by Andrew Chen 
    July 28th, 2008 at 10:49 am",0,0,0,0,0,0
AdAge article on agency perspectives of online versus traditional advertising,http://andrewchenblog.com/2008/07/28/adage-article-on-agency-perspectives-of-online-versus-traditional-advertising/,"
    Written by Andrew Chen 
    July 28th, 2008 at 8:35 am",0,0,0,0,0,0
"omg I’m just a startup, I can’t do those fancy analytics!",http://andrewchenblog.com/2008/07/28/omg-im-just-a-startup-i-cant-do-those-fancy-analytics/,"
    Written by Andrew Chen 
    July 28th, 2008 at 6:00 am",0,2,0,0,0,0
Hello world! (from Disqus),http://andrewchenblog.com/2008/07/25/hello-world-from-disqus/,"
    Written by Andrew Chen 
    July 25th, 2008 at 11:58 pm",0,0,0,0,0,0
Experiment: Will adding @andrew_null to my blog title lead to more Twitter traffic?,http://andrewchenblog.com/2008/07/23/experiment-will-adding-andrew_null-to-my-blog-title-lead-to-more-twitter-traffic/,"
    Written by Andrew Chen 
    July 23rd, 2008 at 11:33 am",0,0,0,0,0,0
Virtual economy for notification “credits” on Facebook apps,http://andrewchenblog.com/2008/07/23/virtual-economy-for-notification-credits-on-facebook-apps/,"
    Written by Andrew Chen 
    July 23rd, 2008 at 11:18 am",0,0,0,0,0,0
Recency Frequency and Monetization (RFM): Optimizing your notifications strategy,http://andrewchenblog.com/2008/07/23/recency-frequency-and-monetization-rfm-optimizing-your-notifications-strategy/,"
    Written by Andrew Chen 
    July 23rd, 2008 at 10:52 am",0,0,0,0,0,0
Are Web 2.0 startups wasting their time with Web 2.0 early adopters?,http://andrewchenblog.com/2008/07/21/are-web-20-startups-wasting-their-time-with-web-20-early-adopters/,"
    Written by Andrew Chen 
    July 21st, 2008 at 7:32 am",0,0,0,1,0,0
More gloomy news on the advertising recession,http://andrewchenblog.com/2008/07/19/more-gloomy-news-on-the-advertising-recession/,"
    Written by Andrew Chen 
    July 19th, 2008 at 9:39 pm",0,0,0,0,0,0
I summarize Foo Camp 2008 activities so you don’t have to,http://andrewchenblog.com/2008/07/16/i-summarize-foo-camp-2008-activities-so-you-dont-have-to/,"
    Written by Andrew Chen 
    July 16th, 2008 at 6:11 pm",0,0,0,0,0,0
In Seattle from the 25th to 30th – who wants to meet up?,http://andrewchenblog.com/2008/07/15/in-seattle-from-the-25th-to-30th-who-wants-to-meet-up/,"
    Written by Andrew Chen 
    July 15th, 2008 at 4:15 pm",0,0,0,0,0,0
Online advertising during a recession: 5 key trends for ad-based startups,http://andrewchenblog.com/2008/07/14/online-advertising-during-a-recession-5-key-trends-for-ad-based-startups/,"
    Written by Andrew Chen 
    July 14th, 2008 at 7:30 am",0,0,0,0,0,0
Off to conferences for the next few days…,http://andrewchenblog.com/2008/07/10/off-to-conferences-for-the-next-few-days/,"
    Written by Andrew Chen 
    July 10th, 2008 at 12:49 pm",0,0,0,0,0,0
Yahoo’s BOSS program doesn’t go far enough: Why not open up Yahoo search traffic?,http://andrewchenblog.com/2008/07/09/yahoos-boss-program-doesnt-go-far-enough-why-not-open-up-yahoo-search-traffic/,"
    Written by Andrew Chen 
    July 9th, 2008 at 11:11 pm",0,0,0,0,0,0
Poll results from “How would you launch a new product?”,http://andrewchenblog.com/2008/07/08/poll-results-from-how-would-you-launch-a-new-product/,"
    Written by Andrew Chen 
    July 8th, 2008 at 6:06 pm",0,0,0,0,0,0
Most ungoogley product ever from Google?,http://andrewchenblog.com/2008/07/08/most-ungoogley-product-ever-from-google/,"
    Written by Andrew Chen 
    July 8th, 2008 at 4:31 pm",0,0,0,0,0,0
From analog dollars to digital pennies: The crisis in traditional media,http://andrewchenblog.com/2008/07/08/from-analog-dollars-to-digital-pennies-the-crisis-in-traditional-media/,"
    Written by Andrew Chen 
    July 8th, 2008 at 7:00 am",0,0,0,0,0,0
What are you really trying to measure?,http://andrewchenblog.com/2008/07/08/what-are-you-really-trying-to-measure/,"
    Written by Andrew Chen 
    July 8th, 2008 at 12:17 am",0,0,0,0,0,0
Trying out the new Amazon Recommendations widget,http://andrewchenblog.com/2008/07/02/trying-out-the-new-amazon-recommendations-widget/,"
    Written by Andrew Chen 
    July 2nd, 2008 at 6:14 pm",0,0,0,0,0,0
Obama and McCain: How political marketing has evolved from offline to online,http://andrewchenblog.com/2008/07/01/obama-and-mccain-how-political-marketing-has-evolved-from-offline-to-online/,"
    Written by Andrew Chen 
    July 1st, 2008 at 12:21 am",0,0,0,0,0,0
25 reasons users STOP using your product: An analysis of customer lifecycle,http://andrewchenblog.com/2008/06/29/25-reasons-users-stop-using-your-product-an-analysis-of-customer-lifecycle/,"
    Written by Andrew Chen 
    June 29th, 2008 at 11:22 pm",0,2,6,3,0,0
"Companies reading Futuristic Play – advertising, games, media, and more",http://andrewchenblog.com/2008/06/29/companies-reading-futuristic-play-advertising-games-media-and-more/,"
    Written by Andrew Chen 
    June 29th, 2008 at 11:16 pm",0,0,0,0,0,0
Poll: How do you launch a new product or service?,http://andrewchenblog.com/2008/06/29/poll-how-do-you-launch-a-new-product-or-service/,"
    Written by Andrew Chen 
    June 29th, 2008 at 2:18 pm",0,0,0,0,0,0
Craigslist to surpass eBay in 2009? Compete and Quantcast seem to think so…,http://andrewchenblog.com/2008/06/25/craigslist-to-surpass-ebay-in-2009-compete-and-quantcast-seem-to-think-so/,"
    Written by Andrew Chen 
    June 25th, 2008 at 3:29 pm",0,0,0,0,0,0
More detailed analysis of social network value on Techcrunch,http://andrewchenblog.com/2008/06/23/more-detailed-analysis-of-social-network-value-on-techcrunch/,"
    Written by Andrew Chen 
    June 23rd, 2008 at 9:23 am",0,0,0,0,0,0
"MySpace versus Facebook: Analysis of both traffic and ad revenue, using Google Trends",http://andrewchenblog.com/2008/06/21/myspace-versus-facebook-analysis-of-both-traffic-and-ad-revenue-using-google-trends/,"
    Written by Andrew Chen 
    June 21st, 2008 at 1:56 am",0,0,0,0,0,0
Free consulting on retention metrics* :),http://andrewchenblog.com/2008/06/19/free-consulting-on-retention-metrics/,"
    Written by Andrew Chen 
    June 19th, 2008 at 10:36 am",0,0,0,0,0,0
Are you working on a product targeted at teens? 10% off YPulse Conference on July 14-15,http://andrewchenblog.com/2008/06/19/are-you-working-on-a-product-targeted-at-teens-10-off-ypulse-conference-on-july-14-15/,"
    Written by Andrew Chen 
    June 19th, 2008 at 10:03 am",0,0,0,0,0,0
"Where are all the video startups? Maybe Content=King, online and offline",http://andrewchenblog.com/2008/06/17/where-are-all-the-video-startups-maybe-contentking-online-and-offline/,"
    Written by Andrew Chen 
    June 17th, 2008 at 4:02 pm",0,0,0,0,0,0
Social gaming design – Bartle types versus Web 2.0 participation pyramid,http://andrewchenblog.com/2008/06/17/social-gaming-design-bartle-types-versus-web-20-participation-pyramid/,"
    Written by Andrew Chen 
    June 17th, 2008 at 3:33 pm",0,0,0,0,0,0
Social Gaming Summit: Recap and observations,http://andrewchenblog.com/2008/06/13/social-gaming-summit-recap-and-observations/,"
    Written by Andrew Chen 
    June 13th, 2008 at 8:14 pm",0,0,0,0,0,0
Social Gaming Summit tomorrow – see you guys there!,http://andrewchenblog.com/2008/06/12/social-gaming-summit-tomorrow-see-you-guys-there/,"
    Written by Andrew Chen 
    June 12th, 2008 at 1:33 pm",0,0,0,0,0,0
"Dear readers, need a quick favor!",http://andrewchenblog.com/2008/06/09/dear-readers-need-a-quick-favor/,"
    Written by Andrew Chen 
    June 9th, 2008 at 2:34 pm",0,0,0,0,0,0
5 steps towards building a metrics-driven business,http://andrewchenblog.com/2008/06/04/5-steps-towards-building-a-metrics-driven-business/,"
    Written by Andrew Chen 
    June 4th, 2008 at 3:17 am",0,2,28,3,0,0
"Users, customers, or audience – what do you call the people that visit your site?",http://andrewchenblog.com/2008/06/03/users-customers-or-audience-what-do-you-call-the-people-that-visit-your-site/,"
    Written by Andrew Chen 
    June 3rd, 2008 at 9:50 am",0,1,0,0,0,0
Data portability: Is the social network data you’re hoarding treasure or trash?,http://andrewchenblog.com/2008/06/01/data-portability-is-the-social-network-data-youre-hoarding-treasure-or-trash/,"
    Written by Andrew Chen 
    June 1st, 2008 at 10:22 pm",0,0,0,0,0,0
Social gaming and MMOGs: Quick link roundup,http://andrewchenblog.com/2008/06/01/social-gaming-and-mmogs-quick-link-roundup/,"
    Written by Andrew Chen 
    June 1st, 2008 at 10:17 pm",0,0,0,0,0,0
User retention: Why depending on notification-driven retention sucks,http://andrewchenblog.com/2008/05/29/user-retention-why-depending-on-notification-driven-retention-sucks/,"
    Written by Andrew Chen 
    May 29th, 2008 at 8:39 am",0,0,0,0,0,0
What’s the value of a user on your site? Why it’s hard to calculate lifetime value for social network audiences,http://andrewchenblog.com/2008/05/20/whats-the-value-of-a-user-on-your-site-why-its-hard-to-calculate-lifetime-value-for-social-network-audiences/,"
    Written by Andrew Chen 
    May 20th, 2008 at 9:49 am",0,0,0,0,0,0
Social network death spiral: How Metcalfe’s Law can work against you,http://andrewchenblog.com/2008/05/19/social-network-death-spiral-how-metcalfes-law-can-work-against-you/,"
    Written by Andrew Chen 
    May 19th, 2008 at 9:59 am",0,0,1,0,0,1
GigaOm’s “10 Blogs We Love” and 15 Blogs that I love!,http://andrewchenblog.com/2008/05/18/gigaoms-10-blogs-we-love-and-15-blogs-that-i-love/,"
    Written by Andrew Chen 
    May 18th, 2008 at 1:07 pm",0,0,0,0,0,0
Online advertising report for 2007 by the IAB,http://andrewchenblog.com/2008/05/15/online-advertising-report-for-2007-by-the-iab/,"
    Written by Andrew Chen 
    May 15th, 2008 at 12:11 pm",0,0,0,0,0,0
Social network marketing: Getting from zero to critical mass,http://andrewchenblog.com/2008/05/14/social-network-marketing-getting-from-zero-to-critical-mass/,"
    Written by Andrew Chen 
    May 14th, 2008 at 2:01 pm",0,6,4,2,0,0
Lessons from the casino industry on engagement metrics and lifetime value,http://andrewchenblog.com/2008/05/12/lessons-from-the-casino-industry-on-engagement-metrics-and-lifetime-value/,"
    Written by Andrew Chen 
    May 12th, 2008 at 6:43 pm",0,6,2,1,0,0
Has the Facebook platform hit its peak?,http://andrewchenblog.com/2008/05/06/has-the-facebook-platform-hit-its-peak/,"
    Written by Andrew Chen 
    May 6th, 2008 at 10:12 am",0,0,0,0,0,0
Facebook Apps: Why they’re focused on fun instead of utility,http://andrewchenblog.com/2008/05/04/facebook-apps-why-theyre-focused-on-fun-instead-of-utility/,"
    Written by Andrew Chen 
    May 4th, 2008 at 8:08 pm",0,5,0,0,0,0
Quick link: Movie versus video game,http://andrewchenblog.com/2008/04/30/quick-link-movie-versus-video-game/,"
    Written by Andrew Chen 
    April 30th, 2008 at 11:20 pm",0,0,0,0,0,0
"Vertical ad networks: What are they, and why did Cox just buy Adify for $300MM?",http://andrewchenblog.com/2008/04/29/vertical-ad-networks-what-are-they-and-why-did-cox-just-buy-adify-for-300mm/,"
    Written by Andrew Chen 
    April 29th, 2008 at 8:20 am",0,2,1,4,0,0
Facebook app CPM numbers from Inside Facebook,http://andrewchenblog.com/2008/04/28/facebook-app-cpm-numbers-from-inside-facebook/,"
    Written by Andrew Chen 
    April 28th, 2008 at 1:52 pm",0,0,0,0,0,0
When will Slide release their hounds on the social gaming sector?,http://andrewchenblog.com/2008/04/28/when-will-slide-release-their-hounds-on-the-social-gaming-sector/,"
    Written by Andrew Chen 
    April 28th, 2008 at 1:32 pm",0,0,0,0,0,0
10% discount off of the Social Gaming Summit,http://andrewchenblog.com/2008/04/25/10-discount-off-of-the-social-gaming-summit/,"
    Written by Andrew Chen 
    April 25th, 2008 at 1:03 pm",0,0,0,0,0,0
"Viral marketing, activation, and retention metrics – commentary on Dave McClure’s Web 2.0 presentation",http://andrewchenblog.com/2008/04/22/viral-marketing-activation-and-retention-metrics-commentary-on-dave-mcclures-web-20-presentation/,"
    Written by Andrew Chen 
    April 22nd, 2008 at 11:26 pm",0,0,1,0,0,0
Moving to SF and joining the tech community – Lessons from my first year,http://andrewchenblog.com/2008/04/22/moving-to-sf-and-joining-the-tech-community-lessons-from-my-first-year/,"
    Written by Andrew Chen 
    April 22nd, 2008 at 11:03 am",0,1,1,0,0,0
"iGoogle start pages: Vertical integration of the first, second, and Nth click",http://andrewchenblog.com/2008/04/21/igoogle-start-pages-vertical-integration-of-the-first-second-and-nth-click/,"
    Written by Andrew Chen 
    April 21st, 2008 at 8:35 pm",0,0,0,0,0,0
Viral loop coverage in Fast Company,http://andrewchenblog.com/2008/04/18/viral-loop-coverage-in-fast-company/,"
    Written by Andrew Chen 
    April 18th, 2008 at 11:55 am",0,0,0,0,0,0
Viral coefficient: What it does and does NOT measure,http://andrewchenblog.com/2008/04/17/viral-coefficient-what-it-does-and-does-not-measure/,"
    Written by Andrew Chen 
    April 17th, 2008 at 9:29 pm",0,0,5,0,0,0
ComScore predictions versus Google performance actuals,http://andrewchenblog.com/2008/04/17/comscore-predictions-versus-google-performance-actuals/,"
    Written by Andrew Chen 
    April 17th, 2008 at 9:08 pm",0,0,0,0,0,0
Great stats on social media usage from an ad agency,http://andrewchenblog.com/2008/04/17/great-stats-on-social-media-usage-from-an-ad-agency/,"
    Written by Andrew Chen 
    April 17th, 2008 at 5:06 pm",0,0,0,0,0,0
Quick link: Long-tail private jets using agent-based simulations,http://andrewchenblog.com/2008/04/12/quick-link-long-tail-private-jets-using-agent-based-simulations/,"
    Written by Andrew Chen 
    April 12th, 2008 at 10:04 pm",0,0,0,0,0,0
"MySpace versus Facebook: Winning in the US, Losing internationally",http://andrewchenblog.com/2008/04/10/myspace-versus-facebook-winning-in-the-us-losing-internationally/,"
    Written by Andrew Chen 
    April 10th, 2008 at 10:15 am",0,0,0,0,0,0
"Woohoo, broke 3,000 subscribers today! New readers: Feel free to intro yourselves",http://andrewchenblog.com/2008/04/09/woohoo-broke-3000-subscribers-today-new-readers-feel-free-to-intro-yourselves/,"
    Written by Andrew Chen 
    April 9th, 2008 at 5:11 pm",0,0,0,0,0,0
Ads should be next to brand-elevating content,http://andrewchenblog.com/2008/04/09/ads-should-be-next-to-brand-elevating-content/,"
    Written by Andrew Chen 
    April 9th, 2008 at 10:48 am",0,0,0,0,0,0
Quick link on quant trading strategies,http://andrewchenblog.com/2008/04/08/quick-link-on-quant-trading-strategies/,"
    Written by Andrew Chen 
    April 8th, 2008 at 5:54 pm",0,0,0,0,0,0
